Where papers came from,Papers,Paper_Name_Short,Was the landscape surrounding each field quantitatively measured at a spatial scale ? 500 m around the crop? (yes or no),Does the study consist of at least five crop fields that are at least 1 km apart from each other (yes or no),Are statistics reported as the univariate (or partial contribution) relationship between landscape composition and vector or vector-borne pathogen response? (yes or no),Was the vector-borne pathogen data collected from the crop?,Include for meta-analysis? (yes or no),"Location (state, country, region). List which one is provided",Croppping system,vector_or_pathogen_mod,"Vector or pathogen group (e.g.,  aphid, virus)",measurement of vector or pathogen (be consistent in naming),measurement_mod,"Grouping or individual vectors or pathogens used for analysis (list species if individual, provide description of group if grouped)",Specialist or generalist,Specialist_generalist_both_mod,Landscape category (original),Landscape_category_mod,Additonal information (not already listed) on why mutiple values (rows) are reported for the same spatial scale and landscape feature,Mode_of_pathogen_transmission,Spatial_scale_m_mod,Source in paper,Sample_size,P value,P_value_adj_1,Test statistic (type),Test statistic (raw),Test statisitc (raw sign edited for analysis),t_z_f_x2,r,AIC,Make note if the relationship was posititve (1) or negative (-1) (for future analysis/conversion),yi_from_ti_ri_pi_1,vi_from_ti_ri_pi_1
known papers from before conducting meta-analysis,"Yang, L., Liu, B., Zhang, Q., Zeng, Y., Pan, Y., Li, M., & Lu, Y. (2019). Landscape structure alters the abundance and species composition of early-season aphid populations in wheat fields. Agriculture, Ecosystems and Environment, 269, 167–173. https://doi.org/10.1016/j.agee.2018.07.028",Yang_et_al_2019,yes,yes,yes,NA,yes,China,winter wheat,vector,aphid,abundance,abundance,"Rhopalosiphum padi, Sitobion avenae, Schizaphis graminum",specialist,specialist,"woodlots (i.e., poplar trees and reforested areas)",Natural habitat,total aphids,,1000,table 1,48,0.015,0.015,z,2.43,2.43,2.43,,,1,0.351030283,0.022222222
known papers from before conducting meta-analysis,"Yang, L., Liu, B., Zhang, Q., Zeng, Y., Pan, Y., Li, M., & Lu, Y. (2019). Landscape structure alters the abundance and species composition of early-season aphid populations in wheat fields. Agriculture, Ecosystems and Environment, 269, 167–173. https://doi.org/10.1016/j.agee.2018.07.028",Yang_et_al_2019,yes,yes,yes,NA,yes,China,winter wheat,vector,aphid,abundance,abundance,"Rhopalosiphum padi, Sitobion avenae, Schizaphis graminum",specialist,specialist,water,Non-crop,total aphids,,1000,table 1,48,0.008,0.008,z,2.65,2.65,2.65,,,1,0.381406436,0.022222222
known papers from before conducting meta-analysis,"Yang, L., Liu, B., Zhang, Q., Zeng, Y., Pan, Y., Li, M., & Lu, Y. (2019). Landscape structure alters the abundance and species composition of early-season aphid populations in wheat fields. Agriculture, Ecosystems and Environment, 269, 167–173. https://doi.org/10.1016/j.agee.2018.07.028",Yang_et_al_2019,yes,yes,yes,NA,yes,China,winter wheat,vector,aphid,abundance,abundance,"Rhopalosiphum padi, Sitobion avenae, Schizaphis graminum",specialist,specialist,fallow,Non-crop,total aphids,,1500,table 1,48,0.01,0.01,z,2.59,2.59,2.59,,,1,0.373154253,0.022222222
known papers from before conducting meta-analysis,"Yang, L., Liu, B., Zhang, Q., Zeng, Y., Pan, Y., Li, M., & Lu, Y. (2019). Landscape structure alters the abundance and species composition of early-season aphid populations in wheat fields. Agriculture, Ecosystems and Environment, 269, 167–173. https://doi.org/10.1016/j.agee.2018.07.028",Yang_et_al_2019,yes,yes,yes,NA,yes,China,winter wheat,vector,aphid,abundance,abundance,"Rhopalosiphum padi, Sitobion avenae, Schizaphis graminum",specialist,specialist,"woodlots (i.e., poplar trees and reforested areas)",Natural habitat,total aphids,,1500,table 1,48,0.001,0.001,z,3.37,3.37,3.37,,,1,0.478418928,0.022222222
known papers from before conducting meta-analysis,"Yang, L., Liu, B., Zhang, Q., Zeng, Y., Pan, Y., Li, M., & Lu, Y. (2019). Landscape structure alters the abundance and species composition of early-season aphid populations in wheat fields. Agriculture, Ecosystems and Environment, 269, 167–173. https://doi.org/10.1016/j.agee.2018.07.028",Yang_et_al_2019,yes,yes,yes,NA,yes,China,winter wheat,vector,aphid,abundance,abundance,"Rhopalosiphum padi, Sitobion avenae, Schizaphis graminum",specialist,specialist,water,Non-crop,total aphids,,1500,table 1,48,< 0.001,0.001,z,3.86,3.86,3.86,,,1,0.542171009,0.022222222
known papers from before conducting meta-analysis,"Yang, L., Liu, B., Zhang, Q., Zeng, Y., Pan, Y., Li, M., & Lu, Y. (2019). Landscape structure alters the abundance and species composition of early-season aphid populations in wheat fields. Agriculture, Ecosystems and Environment, 269, 167–173. https://doi.org/10.1016/j.agee.2018.07.028",Yang_et_al_2019,yes,yes,yes,NA,yes,China,winter wheat,vector,aphid,abundance,abundance,"Rhopalosiphum padi, Sitobion avenae, Schizaphis graminum",specialist,specialist,fallow,Non-crop,total aphids,,2000,table 1,48,0.007,0.007,z,2.7,2.7,2.7,,,1,0.388264395,0.022222222
known papers from before conducting meta-analysis,"Yang, L., Liu, B., Zhang, Q., Zeng, Y., Pan, Y., Li, M., & Lu, Y. (2019). Landscape structure alters the abundance and species composition of early-season aphid populations in wheat fields. Agriculture, Ecosystems and Environment, 269, 167–173. https://doi.org/10.1016/j.agee.2018.07.028",Yang_et_al_2019,yes,yes,yes,NA,yes,China,winter wheat,vector,aphid,abundance,abundance,"Rhopalosiphum padi, Sitobion avenae, Schizaphis graminum",specialist,specialist,"woodlots (i.e., poplar trees and reforested areas)",Natural habitat,total aphids,,2000,table 1,48,< 0.001,0.001,z,3.9,3.9,3.9,,,1,0.5472902,0.022222222
known papers from before conducting meta-analysis,"Yang, L., Liu, B., Zhang, Q., Zeng, Y., Pan, Y., Li, M., & Lu, Y. (2019). Landscape structure alters the abundance and species composition of early-season aphid populations in wheat fields. Agriculture, Ecosystems and Environment, 269, 167–173. https://doi.org/10.1016/j.agee.2018.07.028",Yang_et_al_2019,yes,yes,yes,NA,yes,China,winter wheat,vector,aphid,abundance,abundance,"Rhopalosiphum padi, Sitobion avenae, Schizaphis graminum",specialist,specialist,water,Non-crop,total aphids,,2000,table 1,48,< 0.001,0.001,z,4.23,4.23,4.23,,,1,0.58902355,0.022222222
known papers from before conducting meta-analysis,"Yang, L., Liu, B., Zhang, Q., Zeng, Y., Pan, Y., Li, M., & Lu, Y. (2019). Landscape structure alters the abundance and species composition of early-season aphid populations in wheat fields. Agriculture, Ecosystems and Environment, 269, 167–173. https://doi.org/10.1016/j.agee.2018.07.028",Yang_et_al_2019,yes,yes,yes,NA,yes,China,winter wheat,vector,aphid,abundance,abundance,"Rhopalosiphum padi, Sitobion avenae, Schizaphis graminum",specialist,specialist,wheat,Crop,,,500,table 2,48,< 0.001,0.001,r2,0.2,-0.2,,-0.447213595,,-1,-0.481211824,0.022222222
known papers from before conducting meta-analysis,"Yang, L., Liu, B., Zhang, Q., Zeng, Y., Pan, Y., Li, M., & Lu, Y. (2019). Landscape structure alters the abundance and species composition of early-season aphid populations in wheat fields. Agriculture, Ecosystems and Environment, 269, 167–173. https://doi.org/10.1016/j.agee.2018.07.028",Yang_et_al_2019,yes,yes,yes,NA,yes,China,winter wheat,vector,aphid,abundance,abundance,"Rhopalosiphum padi, Sitobion avenae, Schizaphis graminum",specialist,specialist,wheat,Crop,,,1000,table 2,48,< 0.001,0.001,r2,0.25,-0.25,,-0.5,,-1,-0.549306144,0.022222222
known papers from before conducting meta-analysis,"Yang, L., Liu, B., Zhang, Q., Zeng, Y., Pan, Y., Li, M., & Lu, Y. (2019). Landscape structure alters the abundance and species composition of early-season aphid populations in wheat fields. Agriculture, Ecosystems and Environment, 269, 167–173. https://doi.org/10.1016/j.agee.2018.07.028",Yang_et_al_2019,yes,yes,yes,NA,yes,China,winter wheat,vector,aphid,abundance,abundance,"Rhopalosiphum padi, Sitobion avenae, Schizaphis graminum",specialist,specialist,wheat,Crop,,,1500,table 2,48,< 0.001,0.001,r2,0.24,-0.24,,-0.489897949,,-1,-0.53592605,0.022222222
known papers from before conducting meta-analysis,"Yang, L., Liu, B., Zhang, Q., Zeng, Y., Pan, Y., Li, M., & Lu, Y. (2019). Landscape structure alters the abundance and species composition of early-season aphid populations in wheat fields. Agriculture, Ecosystems and Environment, 269, 167–173. https://doi.org/10.1016/j.agee.2018.07.028",Yang_et_al_2019,yes,yes,yes,NA,yes,China,winter wheat,vector,aphid,abundance,abundance,"Rhopalosiphum padi, Sitobion avenae, Schizaphis graminum",specialist,specialist,wheat,Crop,,,2000,table 2,48,< 0.001,0.001,r2,0.23,-0.23,,-0.479583152,,-1,-0.522442776,0.022222222
known papers from before conducting meta-analysis,"Yang, L., Liu, B., Zhang, Q., Zeng, Y., Pan, Y., Li, M., & Lu, Y. (2019). Landscape structure alters the abundance and species composition of early-season aphid populations in wheat fields. Agriculture, Ecosystems and Environment, 269, 167–173. https://doi.org/10.1016/j.agee.2018.07.028",Yang_et_al_2019,yes,yes,yes,NA,yes,China,winter wheat,vector,aphid,abundance,abundance,Rhopalosiphum padi,specialist,specialist,wheat,Crop,,,500,table 2,48,< 0.001,0.001,r2,0.09,-0.09,,-0.3,,-1,-0.309519604,0.022222222
known papers from before conducting meta-analysis,"Yang, L., Liu, B., Zhang, Q., Zeng, Y., Pan, Y., Li, M., & Lu, Y. (2019). Landscape structure alters the abundance and species composition of early-season aphid populations in wheat fields. Agriculture, Ecosystems and Environment, 269, 167–173. https://doi.org/10.1016/j.agee.2018.07.028",Yang_et_al_2019,yes,yes,yes,NA,yes,China,winter wheat,vector,aphid,abundance,abundance,Rhopalosiphum padi,specialist,specialist,wheat,Crop,,,1000,table 2,48,< 0.001,0.001,r2,0.11,-0.11,,-0.331662479,,-1,-0.344695054,0.022222222
known papers from before conducting meta-analysis,"Yang, L., Liu, B., Zhang, Q., Zeng, Y., Pan, Y., Li, M., & Lu, Y. (2019). Landscape structure alters the abundance and species composition of early-season aphid populations in wheat fields. Agriculture, Ecosystems and Environment, 269, 167–173. https://doi.org/10.1016/j.agee.2018.07.028",Yang_et_al_2019,yes,yes,yes,NA,yes,China,winter wheat,vector,aphid,abundance,abundance,Rhopalosiphum padi,specialist,specialist,wheat,Crop,,,1500,table 2,48,< 0.001,0.001,r2,0.1,-0.1,,-0.316227766,,-1,-0.32745015,0.022222222
known papers from before conducting meta-analysis,"Yang, L., Liu, B., Zhang, Q., Zeng, Y., Pan, Y., Li, M., & Lu, Y. (2019). Landscape structure alters the abundance and species composition of early-season aphid populations in wheat fields. Agriculture, Ecosystems and Environment, 269, 167–173. https://doi.org/10.1016/j.agee.2018.07.028",Yang_et_al_2019,yes,yes,yes,NA,yes,China,winter wheat,vector,aphid,abundance,abundance,Rhopalosiphum padi,specialist,specialist,wheat,Crop,,,2000,table 2,48,< 0.001,0.001,r2,0.09,-0.09,,-0.3,,-1,-0.309519604,0.022222222
known papers from before conducting meta-analysis,"Yang, L., Liu, B., Zhang, Q., Zeng, Y., Pan, Y., Li, M., & Lu, Y. (2019). Landscape structure alters the abundance and species composition of early-season aphid populations in wheat fields. Agriculture, Ecosystems and Environment, 269, 167–173. https://doi.org/10.1016/j.agee.2018.07.028",Yang_et_al_2019,yes,yes,yes,NA,yes,China,winter wheat,vector,aphid,abundance,abundance,Sitobion avenae,specialist,specialist,wheat,Crop,,,500,table 2,48,0.003,0.003,r2,0.09,-0.09,,-0.3,,-1,-0.309519604,0.022222222
known papers from before conducting meta-analysis,"Yang, L., Liu, B., Zhang, Q., Zeng, Y., Pan, Y., Li, M., & Lu, Y. (2019). Landscape structure alters the abundance and species composition of early-season aphid populations in wheat fields. Agriculture, Ecosystems and Environment, 269, 167–173. https://doi.org/10.1016/j.agee.2018.07.028",Yang_et_al_2019,yes,yes,yes,NA,yes,China,winter wheat,vector,aphid,abundance,abundance,Sitobion avenae,specialist,specialist,wheat,Crop,,,1000,table 2,48,0.054,0.054,r2,0.07,-0.07,,-0.264575131,,-1,-0.271021547,0.022222222
known papers from before conducting meta-analysis,"Yang, L., Liu, B., Zhang, Q., Zeng, Y., Pan, Y., Li, M., & Lu, Y. (2019). Landscape structure alters the abundance and species composition of early-season aphid populations in wheat fields. Agriculture, Ecosystems and Environment, 269, 167–173. https://doi.org/10.1016/j.agee.2018.07.028",Yang_et_al_2019,yes,yes,yes,NA,yes,China,winter wheat,vector,aphid,abundance,abundance,Sitobion avenae,specialist,specialist,wheat,Crop,,,1500,table 2,48,0.032,0.032,r2,0.09,-0.09,,-0.3,,-1,-0.309519604,0.022222222
known papers from before conducting meta-analysis,"Yang, L., Liu, B., Zhang, Q., Zeng, Y., Pan, Y., Li, M., & Lu, Y. (2019). Landscape structure alters the abundance and species composition of early-season aphid populations in wheat fields. Agriculture, Ecosystems and Environment, 269, 167–173. https://doi.org/10.1016/j.agee.2018.07.028",Yang_et_al_2019,yes,yes,yes,NA,yes,China,winter wheat,vector,aphid,abundance,abundance,Sitobion avenae,specialist,specialist,wheat,Crop,,,2000,table 2,48,0.016,0.016,r2,0.11,-0.11,,-0.331662479,,-1,-0.344695054,0.022222222
known papers from before conducting meta-analysis,"Yang, L., Liu, B., Zhang, Q., Zeng, Y., Pan, Y., Li, M., & Lu, Y. (2019). Landscape structure alters the abundance and species composition of early-season aphid populations in wheat fields. Agriculture, Ecosystems and Environment, 269, 167–173. https://doi.org/10.1016/j.agee.2018.07.028",Yang_et_al_2019,yes,yes,yes,NA,yes,China,winter wheat,vector,aphid,abundance,abundance,Schizaphis graminum,specialist,specialist,wheat,Crop,,,500,table 2,48,0.004,0.004,r2,0.12,-0.12,,-0.346410162,,-1,-0.361358597,0.022222222
known papers from before conducting meta-analysis,"Yang, L., Liu, B., Zhang, Q., Zeng, Y., Pan, Y., Li, M., & Lu, Y. (2019). Landscape structure alters the abundance and species composition of early-season aphid populations in wheat fields. Agriculture, Ecosystems and Environment, 269, 167–173. https://doi.org/10.1016/j.agee.2018.07.028",Yang_et_al_2019,yes,yes,yes,NA,yes,China,winter wheat,vector,aphid,abundance,abundance,Schizaphis graminum,specialist,specialist,wheat,Crop,,,1000,table 2,48,0.026,0.026,r2,0.08,-0.08,,-0.282842712,,-1,-0.290769289,0.022222222
known papers from before conducting meta-analysis,"Yang, L., Liu, B., Zhang, Q., Zeng, Y., Pan, Y., Li, M., & Lu, Y. (2019). Landscape structure alters the abundance and species composition of early-season aphid populations in wheat fields. Agriculture, Ecosystems and Environment, 269, 167–173. https://doi.org/10.1016/j.agee.2018.07.028",Yang_et_al_2019,yes,yes,yes,NA,yes,China,winter wheat,vector,aphid,abundance,abundance,Schizaphis graminum,specialist,specialist,wheat,Crop,,,1500,table 2,48,0.025,0.025,r2,0.08,-0.08,,-0.282842712,,-1,-0.290769289,0.022222222
known papers from before conducting meta-analysis,"Yang, L., Liu, B., Zhang, Q., Zeng, Y., Pan, Y., Li, M., & Lu, Y. (2019). Landscape structure alters the abundance and species composition of early-season aphid populations in wheat fields. Agriculture, Ecosystems and Environment, 269, 167–173. https://doi.org/10.1016/j.agee.2018.07.028",Yang_et_al_2019,yes,yes,yes,NA,yes,China,winter wheat,vector,aphid,abundance,abundance,Schizaphis graminum,specialist,specialist,wheat,Crop,,,2000,table 2,48,0.008,0.008,r2,0.11,-0.11,,-0.331662479,,-1,-0.344695054,0.022222222
known papers from before conducting meta-analysis,"Yang, L., Liu, B., Zhang, Q., Zeng, Y., Pan, Y., Li, M., & Lu, Y. (2019). Landscape structure alters the abundance and species composition of early-season aphid populations in wheat fields. Agriculture, Ecosystems and Environment, 269, 167–173. https://doi.org/10.1016/j.agee.2018.07.028",Yang_et_al_2019,yes,yes,yes,NA,yes,China,winter wheat,vector,aphid,abundance,abundance,Rhopalosiphum padi,specialist,specialist,"dwellings (i.e., roads and dwellings)",Non-crop,,,500,table 3,48,0.05,0.05,z,1.96,1.96,1.96,,,1,0.285107932,0.022222222
known papers from before conducting meta-analysis,"Yang, L., Liu, B., Zhang, Q., Zeng, Y., Pan, Y., Li, M., & Lu, Y. (2019). Landscape structure alters the abundance and species composition of early-season aphid populations in wheat fields. Agriculture, Ecosystems and Environment, 269, 167–173. https://doi.org/10.1016/j.agee.2018.07.028",Yang_et_al_2019,yes,yes,yes,NA,yes,China,winter wheat,vector,aphid,abundance,abundance,Rhopalosiphum padi,specialist,specialist,"other crops (i.e., vegetables, greenhouse, fruit trees, pea, and maize)",Crop,,,500,table 3,48,0.036,0.036,z,2.09,2.09,2.09,,,1,0.303474042,0.022222222
known papers from before conducting meta-analysis,"Yang, L., Liu, B., Zhang, Q., Zeng, Y., Pan, Y., Li, M., & Lu, Y. (2019). Landscape structure alters the abundance and species composition of early-season aphid populations in wheat fields. Agriculture, Ecosystems and Environment, 269, 167–173. https://doi.org/10.1016/j.agee.2018.07.028",Yang_et_al_2019,yes,yes,yes,NA,yes,China,winter wheat,vector,aphid,abundance,abundance,Rhopalosiphum padi,specialist,specialist,"woodlots (i.e., poplar trees and reforested areas)",Natural habitat,,,500,table 3,48,0.017,0.017,z,2.39,2.39,2.39,,,1,0.345473022,0.022222222
known papers from before conducting meta-analysis,"Yang, L., Liu, B., Zhang, Q., Zeng, Y., Pan, Y., Li, M., & Lu, Y. (2019). Landscape structure alters the abundance and species composition of early-season aphid populations in wheat fields. Agriculture, Ecosystems and Environment, 269, 167–173. https://doi.org/10.1016/j.agee.2018.07.028",Yang_et_al_2019,yes,yes,yes,NA,yes,China,winter wheat,vector,aphid,abundance,abundance,Rhopalosiphum padi,specialist,specialist,"dwellings (i.e., roads and dwellings)",Non-crop,,,1000,table 3,48,0.046,0.046,z,1.99,1.99,1.99,,,1,0.289354793,0.022222222
known papers from before conducting meta-analysis,"Yang, L., Liu, B., Zhang, Q., Zeng, Y., Pan, Y., Li, M., & Lu, Y. (2019). Landscape structure alters the abundance and species composition of early-season aphid populations in wheat fields. Agriculture, Ecosystems and Environment, 269, 167–173. https://doi.org/10.1016/j.agee.2018.07.028",Yang_et_al_2019,yes,yes,yes,NA,yes,China,winter wheat,vector,aphid,abundance,abundance,Rhopalosiphum padi,specialist,specialist,"other crops (i.e., vegetables, greenhouse, fruit trees, pea, and maize)",Crop,,,1000,table 3,48,0.035,0.035,z,2.11,2.11,2.11,,,1,0.306290943,0.022222222
known papers from before conducting meta-analysis,"Yang, L., Liu, B., Zhang, Q., Zeng, Y., Pan, Y., Li, M., & Lu, Y. (2019). Landscape structure alters the abundance and species composition of early-season aphid populations in wheat fields. Agriculture, Ecosystems and Environment, 269, 167–173. https://doi.org/10.1016/j.agee.2018.07.028",Yang_et_al_2019,yes,yes,yes,NA,yes,China,winter wheat,vector,aphid,abundance,abundance,Rhopalosiphum padi,specialist,specialist,"woodlots (i.e., poplar trees and reforested areas)",Natural habitat,,,1000,table 3,48,0.002,0.002,z,3.16,3.16,3.16,,,1,0.450520868,0.022222222
known papers from before conducting meta-analysis,"Yang, L., Liu, B., Zhang, Q., Zeng, Y., Pan, Y., Li, M., & Lu, Y. (2019). Landscape structure alters the abundance and species composition of early-season aphid populations in wheat fields. Agriculture, Ecosystems and Environment, 269, 167–173. https://doi.org/10.1016/j.agee.2018.07.028",Yang_et_al_2019,yes,yes,yes,NA,yes,China,winter wheat,vector,aphid,abundance,abundance,Rhopalosiphum padi,specialist,specialist,fallow,Non-crop,,,1500,table 3,48,0.064,0.064,z,1.85,1.85,1.85,,,1,0.269493674,0.022222222
known papers from before conducting meta-analysis,"Yang, L., Liu, B., Zhang, Q., Zeng, Y., Pan, Y., Li, M., & Lu, Y. (2019). Landscape structure alters the abundance and species composition of early-season aphid populations in wheat fields. Agriculture, Ecosystems and Environment, 269, 167–173. https://doi.org/10.1016/j.agee.2018.07.028",Yang_et_al_2019,yes,yes,yes,NA,yes,China,winter wheat,vector,aphid,abundance,abundance,Rhopalosiphum padi,specialist,specialist,"woodlots (i.e., poplar trees and reforested areas)",Natural habitat,,,1500,table 3,48,< 0.001,0.001,z,3.75,3.75,3.75,,,1,0.528026337,0.022222222
known papers from before conducting meta-analysis,"Yang, L., Liu, B., Zhang, Q., Zeng, Y., Pan, Y., Li, M., & Lu, Y. (2019). Landscape structure alters the abundance and species composition of early-season aphid populations in wheat fields. Agriculture, Ecosystems and Environment, 269, 167–173. https://doi.org/10.1016/j.agee.2018.07.028",Yang_et_al_2019,yes,yes,yes,NA,yes,China,winter wheat,vector,aphid,abundance,abundance,Rhopalosiphum padi,specialist,specialist,fallow,Non-crop,,,2000,table 3,48,0.047,0.047,z,1.99,1.99,1.99,,,1,0.289354793,0.022222222
known papers from before conducting meta-analysis,"Yang, L., Liu, B., Zhang, Q., Zeng, Y., Pan, Y., Li, M., & Lu, Y. (2019). Landscape structure alters the abundance and species composition of early-season aphid populations in wheat fields. Agriculture, Ecosystems and Environment, 269, 167–173. https://doi.org/10.1016/j.agee.2018.07.028",Yang_et_al_2019,yes,yes,yes,NA,yes,China,winter wheat,vector,aphid,abundance,abundance,Rhopalosiphum padi,specialist,specialist,water,Non-crop,,,2000,table 3,48,0.089,0.089,z,1.7,1.7,1.7,,,1,0.248098292,0.022222222
known papers from before conducting meta-analysis,"Yang, L., Liu, B., Zhang, Q., Zeng, Y., Pan, Y., Li, M., & Lu, Y. (2019). Landscape structure alters the abundance and species composition of early-season aphid populations in wheat fields. Agriculture, Ecosystems and Environment, 269, 167–173. https://doi.org/10.1016/j.agee.2018.07.028",Yang_et_al_2019,yes,yes,yes,NA,yes,China,winter wheat,vector,aphid,abundance,abundance,Rhopalosiphum padi,specialist,specialist,"woodlots (i.e., poplar trees and reforested areas)",Natural habitat,,,2000,table 3,48,< 0.001,0.001,z,4.07,4.07,4.07,,,1,0.56890101,0.022222222
known papers from before conducting meta-analysis,"Yang, L., Liu, B., Zhang, Q., Zeng, Y., Pan, Y., Li, M., & Lu, Y. (2019). Landscape structure alters the abundance and species composition of early-season aphid populations in wheat fields. Agriculture, Ecosystems and Environment, 269, 167–173. https://doi.org/10.1016/j.agee.2018.07.028",Yang_et_al_2019,yes,yes,yes,NA,yes,China,winter wheat,vector,aphid,abundance,abundance,Sitobion avenae,specialist,specialist,"dwellings (i.e., roads and dwellings)",Non-crop,,,500,table 4,48,0.023,0.023,z,2.27,2.27,2.27,,,1,0.328740008,0.022222222
known papers from before conducting meta-analysis,"Yang, L., Liu, B., Zhang, Q., Zeng, Y., Pan, Y., Li, M., & Lu, Y. (2019). Landscape structure alters the abundance and species composition of early-season aphid populations in wheat fields. Agriculture, Ecosystems and Environment, 269, 167–173. https://doi.org/10.1016/j.agee.2018.07.028",Yang_et_al_2019,yes,yes,yes,NA,yes,China,winter wheat,vector,aphid,abundance,abundance,Sitobion avenae,specialist,specialist,fallow,Non-crop,,,500,table 4,48,0.019,0.019,z,2.35,2.35,2.35,,,1,0.339905478,0.022222222
known papers from before conducting meta-analysis,"Yang, L., Liu, B., Zhang, Q., Zeng, Y., Pan, Y., Li, M., & Lu, Y. (2019). Landscape structure alters the abundance and species composition of early-season aphid populations in wheat fields. Agriculture, Ecosystems and Environment, 269, 167–173. https://doi.org/10.1016/j.agee.2018.07.028",Yang_et_al_2019,yes,yes,yes,NA,yes,China,winter wheat,vector,aphid,abundance,abundance,Sitobion avenae,specialist,specialist,water ,Non-crop,,,500,table 4,48,0.006,0.006,z,2.74,2.74,2.74,,,1,0.393738278,0.022222222
known papers from before conducting meta-analysis,"Yang, L., Liu, B., Zhang, Q., Zeng, Y., Pan, Y., Li, M., & Lu, Y. (2019). Landscape structure alters the abundance and species composition of early-season aphid populations in wheat fields. Agriculture, Ecosystems and Environment, 269, 167–173. https://doi.org/10.1016/j.agee.2018.07.028",Yang_et_al_2019,yes,yes,yes,NA,yes,China,winter wheat,vector,aphid,abundance,abundance,Sitobion avenae,specialist,specialist,"dwellings (i.e., roads and dwellings)",Non-crop,,,1000,table 4,48,0.028,0.028,z,2.2,2.2,2.2,,,1,0.318937616,0.022222222
known papers from before conducting meta-analysis,"Yang, L., Liu, B., Zhang, Q., Zeng, Y., Pan, Y., Li, M., & Lu, Y. (2019). Landscape structure alters the abundance and species composition of early-season aphid populations in wheat fields. Agriculture, Ecosystems and Environment, 269, 167–173. https://doi.org/10.1016/j.agee.2018.07.028",Yang_et_al_2019,yes,yes,yes,NA,yes,China,winter wheat,vector,aphid,abundance,abundance,Sitobion avenae,specialist,specialist,fallow,Non-crop,,,1000,table 4,48,0.02,0.02,z,2.34,2.34,2.34,,,1,0.338511999,0.022222222
known papers from before conducting meta-analysis,"Yang, L., Liu, B., Zhang, Q., Zeng, Y., Pan, Y., Li, M., & Lu, Y. (2019). Landscape structure alters the abundance and species composition of early-season aphid populations in wheat fields. Agriculture, Ecosystems and Environment, 269, 167–173. https://doi.org/10.1016/j.agee.2018.07.028",Yang_et_al_2019,yes,yes,yes,NA,yes,China,winter wheat,vector,aphid,abundance,abundance,Sitobion avenae,specialist,specialist,water ,Non-crop,,,1000,table 4,48,0.006,0.006,z,2.77,2.77,2.77,,,1,0.397836346,0.022222222
known papers from before conducting meta-analysis,"Yang, L., Liu, B., Zhang, Q., Zeng, Y., Pan, Y., Li, M., & Lu, Y. (2019). Landscape structure alters the abundance and species composition of early-season aphid populations in wheat fields. Agriculture, Ecosystems and Environment, 269, 167–173. https://doi.org/10.1016/j.agee.2018.07.028",Yang_et_al_2019,yes,yes,yes,NA,yes,China,winter wheat,vector,aphid,abundance,abundance,Sitobion avenae,specialist,specialist,"dwellings (i.e., roads and dwellings)",Non-crop,,,1500,table 4,48,0.007,0.007,z,2.71,2.71,2.71,,,1,0.38963391,0.022222222
known papers from before conducting meta-analysis,"Yang, L., Liu, B., Zhang, Q., Zeng, Y., Pan, Y., Li, M., & Lu, Y. (2019). Landscape structure alters the abundance and species composition of early-season aphid populations in wheat fields. Agriculture, Ecosystems and Environment, 269, 167–173. https://doi.org/10.1016/j.agee.2018.07.028",Yang_et_al_2019,yes,yes,yes,NA,yes,China,winter wheat,vector,aphid,abundance,abundance,Sitobion avenae,specialist,specialist,"other crops (i.e., vegetables, greenhouse, fruit trees, pea, and maize)",Crop,,,1500,table 4,48,0.008,0.008,z,2.65,2.65,2.65,,,1,0.381406436,0.022222222
known papers from before conducting meta-analysis,"Yang, L., Liu, B., Zhang, Q., Zeng, Y., Pan, Y., Li, M., & Lu, Y. (2019). Landscape structure alters the abundance and species composition of early-season aphid populations in wheat fields. Agriculture, Ecosystems and Environment, 269, 167–173. https://doi.org/10.1016/j.agee.2018.07.028",Yang_et_al_2019,yes,yes,yes,NA,yes,China,winter wheat,vector,aphid,abundance,abundance,Sitobion avenae,specialist,specialist,water,Non-crop,,,1500,table 4,48,< 0.001,0.001,z,3.61,3.61,3.61,,,1,0.509883175,0.022222222
known papers from before conducting meta-analysis,"Yang, L., Liu, B., Zhang, Q., Zeng, Y., Pan, Y., Li, M., & Lu, Y. (2019). Landscape structure alters the abundance and species composition of early-season aphid populations in wheat fields. Agriculture, Ecosystems and Environment, 269, 167–173. https://doi.org/10.1016/j.agee.2018.07.028",Yang_et_al_2019,yes,yes,yes,NA,yes,China,winter wheat,vector,aphid,abundance,abundance,Sitobion avenae,specialist,specialist,"dwellings (i.e., roads and dwellings)",Non-crop,,,2000,table 4,48,0.035,0.035,z,2.11,2.11,2.11,,,1,0.306290943,0.022222222
known papers from before conducting meta-analysis,"Yang, L., Liu, B., Zhang, Q., Zeng, Y., Pan, Y., Li, M., & Lu, Y. (2019). Landscape structure alters the abundance and species composition of early-season aphid populations in wheat fields. Agriculture, Ecosystems and Environment, 269, 167–173. https://doi.org/10.1016/j.agee.2018.07.028",Yang_et_al_2019,yes,yes,yes,NA,yes,China,winter wheat,vector,aphid,abundance,abundance,Sitobion avenae,specialist,specialist,water,Non-crop,,,2000,table 4,48,< 0.001,0.001,z,3.67,3.67,3.67,,,1,0.517678033,0.022222222
